aerosol,year,month,day,hour,Temp(C),Prec(mm),Humidity(%),Dew_Point(C),Solar_Radiation(MJ/m2),Snowfall(cm),3hr_New_Snowfall(cm),Cloud_Cover(1/10),Middle_Low_Cloud_Cover(1/10),Lowest_Cloud_Height(100m),Visibility(10m),30cm_Ground_Temperature(C),power,d2m,t2m
57.63636363636363,2013,4,4,10,9.8,,63.0,3.0,0.89,,,10.0,10.0,32.0,1100.0,10.3,3465600.0,279.49713,285.39948
56.36363636363636,2013,4,4,11,11.0,,58.0,3.0,1.48,,,6.0,0.0,,1100.0,10.3,5030400.0,280.49335,285.232
55.09090909090909,2013,4,4,12,13.8,,46.0,2.3,2.83,,,5.0,0.0,,1100.0,10.2,10809600.0,281.33032,284.961
53.81818181818182,2013,4,4,13,16.0,,42.0,3.0,2.93,,,3.0,0.0,,1200.0,10.3,11443200.0,281.8111,284.8745
52.54545454545455,2013,4,4,14,19.3,,33.0,2.6,2.84,,,5.0,0.0,,1500.0,10.5,10924800.0,281.96103,284.3313
51.27272727272727,2013,4,4,15,20.8,,23.0,-1.1,2.59,,,3.0,0.0,,1500.0,10.8,9945600.0,281.89224,284.1967
50.0,2013,4,4,16,21.9,,28.0,2.5,2.09,,,3.0,1.0,35.0,1200.0,11.1,7852800.0,281.8718,284.10474
41.0,2013,4,4,17,17.3,,38.0,2.8,1.35,,,2.0,0.0,,1200.0,11.5,5404800.0,281.46228,283.5323
42.0,2013,4,4,18,17.0,,43.0,4.3,0.69,,,4.0,4.0,35.0,1200.0,11.9,1900800.0,281.08685,283.4251
61.0,2013,4,4,19,15.4,,56.0,6.6,0.15,,,,,,,12.3,508800.0,280.66183,283.2217
85.0,2013,4,5,7,9.7,,72.0,4.8,0.06,,,5.0,2.0,35.0,1500.0,11.7,192000.0,282.84076,288.0766
87.0,2013,4,5,8,11.4,,67.0,5.4,0.46,,,5.0,0.0,,1200.0,11.6,1766400.0,282.85315,287.53522
84.0,2013,4,5,9,13.4,,61.0,6.0,1.12,,,5.0,0.0,,1100.0,11.4,4310400.0,283.03094,287.2971
62.0,2013,4,5,10,14.9,,59.0,6.9,1.4,,,7.0,0.0,,1100.0,11.3,3945600.0,282.9151,287.02365
46.0,2013,4,5,11,17.2,,55.0,8.0,1.92,,,8.0,0.0,,1200.0,11.3,7200000.0,282.9969,287.00598
46.0,2013,4,5,12,18.5,,52.0,8.4,2.13,,,9.0,0.0,,1500.0,11.3,6576000.0,282.92688,286.91037
41.0,2013,4,5,13,18.2,,66.0,11.7,1.59,,,10.0,10.0,30.0,1800.0,11.5,6384000.0,283.00555,286.87262
37.0,2013,4,5,14,17.7,,72.0,12.5,1.09,,,10.0,10.0,30.0,1200.0,11.7,3955200.0,282.9467,286.29834
45.0,2013,4,5,15,17.9,,72.0,12.7,0.84,,,10.0,2.0,10.0,1100.0,12.0,2937600.0,283.3655,286.17044
40.0,2013,4,5,16,17.2,,73.0,12.3,0.53,,,10.0,2.0,10.0,1000.0,12.2,1824000.0,283.4262,286.09006
37.0,2013,4,5,17,16.8,,76.0,12.5,0.35,,,10.0,1.0,10.0,900.0,12.4,1209600.0,283.41135,285.5846
43.0,2013,4,5,18,16.6,,75.0,12.1,0.33,,,10.0,2.0,10.0,900.0,12.5,892800.0,283.35312,285.42383
41.0,2013,4,5,19,16.2,,77.0,12.1,0.09,,,,,,,12.6,220800.0,283.3079,285.33368
41.0,2013,4,6,8,8.7,0.9,99.0,8.5,0.04,,,10.0,8.0,8.0,200.0,12.4,28800.0,276.2557,279.4094
51.0,2013,4,6,9,8.4,1.7,99.0,8.2,0.12,,,10.0,7.0,8.0,300.0,12.3,518400.0,275.62872,279.1384
59.0,2013,4,6,10,7.8,0.9,99.0,7.6,0.23,,,10.0,7.0,8.0,300.0,12.3,1401600.0,274.80908,278.6987
40.0,2013,4,6,11,7.2,0.1,99.0,7.0,0.25,,,10.0,7.0,8.0,300.0,12.2,1785600.0,274.3153,278.79007
44.0,2013,4,6,12,6.5,0.1,99.0,6.3,0.25,,,10.0,7.0,8.0,300.0,12.1,2793600.0,273.44797,279.15118
47.0,2013,4,6,13,5.9,0.0,99.0,5.7,0.15,,,10.0,7.0,10.0,700.0,12.1,1190400.0,272.9288,279.47397
40.0,2013,4,6,14,5.8,,98.0,5.5,0.16,,,10.0,6.0,10.0,800.0,12.0,758400.0,272.63266,279.4508
35.0,2013,4,6,15,5.5,0.0,99.0,5.3,0.2,,,10.0,6.0,8.0,800.0,11.9,1084800.0,272.60355,279.50137
22.0,2013,4,6,16,4.6,0.4,99.0,4.4,0.13,,,10.0,6.0,8.0,1100.0,11.8,844800.0,272.53787,279.49466
15.0,2013,4,6,17,4.1,0.4,98.0,3.8,0.08,,,10.0,6.0,8.0,1300.0,11.7,403200.0,272.4536,279.19077
18.0,2013,4,6,18,4.3,0.1,91.0,2.9,0.04,,,10.0,6.0,10.0,1300.0,11.6,134400.0,272.4505,278.90454
19.0,2013,4,7,8,4.2,,74.0,0.0,0.07,,,10.0,6.0,10.0,2000.0,9.8,182400.0,272.54468,279.9648
18.0,2013,4,7,9,4.3,,74.0,0.0,0.35,,,10.0,5.0,10.0,2000.0,9.7,1344000.0,272.4945,279.8686
21.0,2013,4,7,10,4.5,,71.0,-0.3,0.58,,,10.0,5.0,10.0,2000.0,9.6,1555200.0,272.97092,278.80225
25.0,2013,4,7,11,4.9,,66.0,-0.9,0.74,,,9.0,9.0,10.0,2000.0,9.5,2544000.0,272.9765,278.76385
33.0,2013,4,7,12,5.6,,64.0,-0.6,1.38,,,8.0,8.0,10.0,2000.0,9.4,4214400.0,272.98392,278.8065
34.0,2013,4,7,13,5.9,,67.0,0.2,2.17,,,7.0,7.0,10.0,2000.0,9.4,5011200.0,273.07687,278.8065
24.0,2013,4,7,14,6.8,,65.0,0.6,2.68,,,7.0,7.0,10.0,2000.0,9.4,5251200.0,273.36557,278.45633
32.0,2013,4,7,15,6.9,,64.0,0.5,2.0,,,5.0,5.0,10.0,2000.0,9.5,8793600.0,273.7125,278.4192
32.0,2013,4,7,16,6.2,,67.0,0.5,1.98,,,4.0,4.0,10.0,2000.0,9.6,4531200.0,273.91632,278.38202
32.0,2013,4,7,17,6.3,,66.0,0.4,1.43,,,3.0,3.0,10.0,2000.0,9.8,4089600.0,273.84756,277.76147
32.0,2013,4,7,18,5.6,,70.0,0.5,0.78,,,2.0,2.0,10.0,2000.0,9.9,1843200.0,274.41135,278.72244
42.0,2013,4,7,19,4.6,,75.0,0.5,0.18,,,,,,,10.1,489600.0,274.6889,278.92648
45.0,2013,4,8,7,2.9,,98.0,2.6,0.09,,,0.0,0.0,,1500.0,9.1,278400.0,276.1504,284.60168
41.0,2013,4,8,8,4.7,,91.0,3.3,0.6,,,1.0,0.0,,1500.0,9.0,2188800.0,276.26315,284.18695
45.0,2013,4,8,9,7.2,,81.0,4.1,1.23,,,5.0,0.0,,1500.0,8.9,4790400.0,276.80026,284.0621
33.0,2013,4,8,10,8.1,,77.0,4.3,1.38,,,7.0,0.0,,1800.0,8.8,5088000.0,277.11932,282.659
25.0,2013,4,8,11,9.9,,60.0,2.4,1.58,,,6.0,0.0,,1800.0,8.8,6096000.0,277.5722,282.37762
43.0,2013,4,8,12,10.9,,59.0,3.1,1.46,,,6.0,0.0,,2000.0,8.9,7372800.0,278.03253,282.31552
39.0,2013,4,8,13,12.0,,44.0,0.1,1.86,,,7.0,0.0,,2000.0,9.0,7430400.0,278.17007,282.36423
43.0,2013,4,8,14,12.3,,39.0,-1.2,2.21,,,7.0,0.0,,2000.0,9.2,9158400.0,278.5195,282.2333
40.0,2013,4,8,15,12.7,,33.0,-3.1,2.05,,,6.0,0.0,,2000.0,9.4,7996800.0,278.7927,282.24792
35.0,2013,4,8,16,12.7,,47.0,1.6,1.81,,,6.0,0.0,,2000.0,9.7,7488000.0,279.14337,282.25888
31.0,2013,4,8,17,12.2,,55.0,3.4,1.3,,,6.0,0.0,,2000.0,9.9,5251200.0,279.76663,282.1645
33.0,2013,4,8,18,11.7,,51.0,1.8,0.79,,,3.0,0.0,,2000.0,10.2,2784000.0,279.98407,282.03537
40.0,2013,4,8,19,10.5,,54.0,1.5,0.16,,,,,,,10.4,460800.0,279.53552,281.71506
56.0,2013,4,9,7,6.9,,85.0,4.5,0.07,,,6.0,6.0,10.0,1500.0,10.1,192000.0,273.75153,283.5201
64.0,2013,4,9,8,8.0,,71.0,3.0,0.55,,,0.0,0.0,,1800.0,10.0,1948800.0,273.34512,282.5171
66.0,2013,4,9,9,8.9,,61.0,1.7,1.32,,,0.0,0.0,,1800.0,9.9,5097600.0,272.3359,282.16205
70.0,2013,4,9,10,9.8,,52.0,0.3,1.99,,,0.0,0.0,,2000.0,9.9,7891200.0,270.5603,281.1694
73.0,2013,4,9,11,10.6,,39.0,-2.8,2.49,,,0.0,0.0,,2000.0,9.9,9926400.0,271.22754,281.14807
69.0,2013,4,9,12,11.2,,38.0,-2.6,2.85,,,0.0,0.0,,2000.0,9.9,11097600.0,271.88797,281.0348
83.0,2013,4,9,13,11.1,,50.0,1.0,2.94,,,0.0,0.0,,1800.0,10.0,11539200.0,273.36432,280.49097
106.0,2013,4,9,14,10.5,,49.0,0.2,2.82,,,0.0,0.0,,1800.0,10.2,11212800.0,273.886,279.3199
94.0,2013,4,9,15,10.2,,48.0,-0.3,2.58,,,0.0,0.0,,2000.0,10.4,10368000.0,273.4399,278.70966
63.0,2013,4,9,16,9.8,,41.0,-2.8,2.1,,,0.0,0.0,,2000.0,10.6,8582400.0,273.11713,278.34
57.0,2013,4,9,17,9.3,,46.0,-1.7,1.45,,,0.0,0.0,,2000.0,10.9,5683200.0,272.69583,277.8315
47.0,2013,4,9,18,8.7,,44.0,-2.8,0.76,,,2.0,0.0,0.0,2000.0,11.0,2601600.0,272.6531,277.70056
53.0,2013,4,9,19,7.8,,56.0,-0.4,0.16,,,,,,,11.2,451200.0,272.70886,277.7633
31.0,2013,4,10,7,3.5,,72.0,-1.0,0.1,,,0.0,0.0,,2000.0,9.9,249600.0,271.48712,281.1767
33.0,2013,4,10,8,4.8,,62.0,-1.8,0.67,,,0.0,0.0,,1500.0,9.8,2294400.0,271.5342,281.07013
39.0,2013,4,10,9,5.5,,51.0,-3.8,0.98,,,3.0,3.0,10.0,2000.0,9.6,3878400.0,272.06454,281.05673
33.0,2013,4,10,10,5.9,,56.0,-2.2,1.45,,,4.0,4.0,10.0,2000.0,9.5,6758400.0,271.06522,279.5233
29.0,2013,4,10,11,6.6,,52.0,-2.5,2.43,,,4.0,4.0,10.0,2000.0,9.5,9398400.0,271.7938,279.64996
16.0,2013,4,10,12,6.9,,52.0,-2.2,2.84,,,3.0,3.0,10.0,2000.0,9.4,11894400.0,272.58246,279.78638
30.0,2013,4,10,13,7.2,,51.0,-2.2,3.02,,,1.0,1.0,10.0,2000.0,9.5,12124800.0,273.49194,279.87894
30.0,2013,4,10,14,7.5,,51.0,-2.0,3.01,,,0.0,0.0,,2000.0,9.7,11568000.0,274.63995,279.94043
21.0,2013,4,10,15,7.5,,52.0,-1.7,2.66,,,0.0,0.0,,2000.0,9.8,10588800.0,275.5327,280.2084
21.0,2013,4,10,16,8.8,,47.0,-1.9,2.08,,,0.0,0.0,,2000.0,10.1,8563200.0,276.15225,280.64017
20.0,2013,4,10,17,7.3,,54.0,-1.4,1.19,,,0.0,0.0,,2000.0,10.3,5040000.0,277.13235,281.0196
15.0,2013,4,10,18,6.9,,53.0,-2.0,0.7,,,1.0,0.0,,2000.0,10.5,2515200.0,277.4756,281.13834
23.0,2013,4,10,19,6.3,,61.0,-0.6,0.15,,,,,,,10.7,441600.0,277.53195,281.05246
53.0,2013,4,11,7,6.1,,77.0,2.3,0.1,,,0.0,0.0,,1800.0,9.9,249600.0,271.74176,283.41537
58.0,2013,4,11,8,7.1,,70.0,1.9,0.7,,,0.0,0.0,,2000.0,9.8,2304000.0,272.0125,282.8545
55.0,2013,4,11,9,8.0,,57.0,0.0,1.42,,,0.0,0.0,,2000.0,9.7,5433600.0,272.85382,282.58957
46.0,2013,4,11,10,9.3,,42.0,-2.9,2.11,,,0.0,0.0,,2000.0,9.6,8361600.0,274.6127,281.36914
32.0,2013,4,11,11,10.0,,40.0,-3.0,2.65,,,0.0,0.0,,2000.0,9.6,10387200.0,275.40942,281.2096
24.0,2013,4,11,12,10.0,,40.0,-3.0,2.98,,,0.0,0.0,,2300.0,9.7,11587200.0,276.06302,281.10242
30.0,2013,4,11,13,10.8,,37.0,-3.3,3.08,,,0.0,0.0,,2300.0,9.8,11990400.0,276.57104,280.83566
40.0,2013,4,11,14,11.3,,34.0,-4.0,2.95,,,0.0,0.0,,2000.0,10.1,11635200.0,276.33005,279.94714
50.0,2013,4,11,15,10.7,,34.0,-4.5,2.68,,,0.0,0.0,,2000.0,10.4,10608000.0,276.62494,280.32593
33.0,2013,4,11,16,10.8,,41.0,-1.9,2.21,,,0.0,0.0,,2000.0,10.6,8793600.0,276.81702,280.2559
27.0,2013,4,11,17,10.0,,45.0,-1.4,1.52,,,0.0,0.0,,2000.0,10.9,5952000.0,276.462,279.50195
32.0,2013,4,11,18,9.1,,62.0,2.1,0.78,,,0.0,0.0,,2000.0,11.1,2697600.0,276.18817,279.22305
38.0,2013,4,11,19,8.2,,70.0,3.0,0.16,,,,,,,11.3,432000.0,276.04257,279.0574
63.0,2013,4,12,7,5.3,,97.0,4.8,0.09,,,0.0,0.0,,700.0,10.3,259200.0,269.18246,283.37335
60.0,2013,4,12,8,6.4,,81.0,3.3,0.67,,,1.0,1.0,10.0,1200.0,10.2,2112000.0,269.491,282.87152
45.0,2013,4,12,9,8.5,,62.0,1.6,1.41,,,0.0,0.0,,2000.0,10.1,5356800.0,269.59134,282.61697
22.0,2013,4,12,10,9.3,,57.0,1.2,2.08,,,0.0,0.0,,2000.0,10.0,8198400.0,269.89554,280.79425
14.0,2013,4,12,11,9.9,,48.0,-0.6,2.64,,,1.0,1.0,10.0,2000.0,10.0,10435200.0,270.93573,280.10184
21.0,2013,4,12,12,10.9,,42.0,-1.5,2.96,,,0.0,0.0,,2000.0,10.1,11702400.0,271.46112,280.26868
21.0,2013,4,12,13,11.1,,44.0,-0.7,3.09,,,0.0,0.0,,2000.0,10.2,12192000.0,272.2027,280.49646
20.0,2013,4,12,14,11.6,,40.0,-1.5,2.99,,,0.0,0.0,,2000.0,10.5,11798400.0,273.1642,279.98184
18.0,2013,4,12,15,11.4,,39.0,-2.0,2.69,,,0.0,0.0,,2000.0,10.8,10723200.0,273.89093,279.89233
15.0,2013,4,12,16,11.1,,39.0,-2.3,2.22,,,0.0,0.0,,2000.0,11.1,8889600.0,274.6189,279.85153
17.0,2013,4,12,17,11.2,,40.0,-1.9,1.53,,,0.0,0.0,,2000.0,11.5,6028800.0,274.84192,279.05374
22.0,2013,4,12,18,10.2,,42.0,-2.1,0.81,,,0.0,0.0,,2000.0,11.7,2851200.0,274.9293,279.17615
25.0,2013,4,12,19,8.9,,53.0,-0.1,0.17,,,,,,,12.0,460800.0,275.04514,279.50015
44.0,2013,4,13,7,4.6,,69.0,-0.6,0.12,,,0.0,0.0,,2000.0,10.8,355200.0,275.5005,287.30258
45.0,2013,4,13,8,6.8,,57.0,-1.1,0.62,,,0.0,0.0,,2000.0,10.6,2188800.0,276.1002,286.75873
49.0,2013,4,13,9,8.8,,56.0,0.4,1.28,,,0.0,0.0,,2000.0,10.4,4876800.0,276.9155,286.50296
46.0,2013,4,13,10,11.9,,52.0,2.3,1.91,,,0.0,0.0,,2000.0,10.3,7411200.0,277.69116,285.80078
50.0,2013,4,13,11,14.6,,44.0,2.4,2.42,,,0.0,0.0,,2000.0,10.3,9264000.0,278.29645,285.7746
37.0,2013,4,13,12,15.7,,43.0,3.1,2.75,,,0.0,0.0,,2000.0,10.3,10502400.0,279.0498,285.85254
35.0,2013,4,13,13,17.1,,40.0,3.3,2.89,,,0.0,0.0,,2000.0,10.5,10876800.0,279.68857,285.964
38.0,2013,4,13,14,17.1,,43.0,4.4,2.75,,,0.0,0.0,,2000.0,10.7,10416000.0,280.4029,285.98898
51.0,2013,4,13,15,18.0,,31.0,0.5,2.49,,,0.0,0.0,,2000.0,11.0,9552000.0,280.51068,286.1248
44.0,2013,4,13,16,17.2,,38.0,2.7,1.97,,,0.0,0.0,,2000.0,11.4,7641600.0,280.3527,286.2094
39.0,2013,4,13,17,15.9,,50.0,5.4,1.36,,,0.0,0.0,,2000.0,11.8,5136000.0,280.29385,286.2502
37.0,2013,4,13,18,15.2,,48.0,4.2,0.69,,,0.0,0.0,,2000.0,12.1,2352000.0,279.84778,286.45667
38.0,2013,4,13,19,14.3,,53.0,4.8,0.15,,,,,,,12.3,422400.0,279.39615,286.59186
69.0,2013,4,14,7,12.2,,80.0,8.8,0.07,,,7.0,6.0,10.0,1500.0,11.8,163200.0,270.5188,284.6918
72.0,2013,4,14,8,13.3,,78.0,9.5,0.45,,,3.0,0.0,,1600.0,11.8,1536000.0,269.08704,283.34958
68.0,2013,4,14,9,14.5,,75.0,10.1,1.08,,,5.0,0.0,,1600.0,11.7,3993600.0,268.92535,282.51465
80.0,2013,4,14,10,15.7,,69.0,10.0,1.53,,,5.0,0.0,,1600.0,11.6,5865600.0,269.34293,279.99344
76.0,2013,4,14,11,12.8,,84.0,10.1,1.88,,,7.0,4.0,10.0,1300.0,11.7,7190400.0,269.21652,279.53363
83.0,2013,4,14,12,9.3,0.7,98.0,8.9,0.52,,,10.0,7.0,8.0,800.0,11.8,2937600.0,269.27972,279.36676
83.0,2013,4,14,13,9.6,0.2,68.0,3.9,2.01,,,6.0,2.0,10.0,1600.0,11.6,2304000.0,269.27167,279.30466
77.0,2013,4,14,14,10.7,,44.0,-1.0,3.05,,,1.0,1.0,10.0,1800.0,11.3,9436800.0,269.28653,278.47156
43.0,2013,4,14,15,9.9,,33.0,-5.6,2.93,,,0.0,0.0,,2000.0,11.7,10368000.0,269.45877,278.47824
37.0,2013,4,14,16,11.5,,31.0,-5.0,2.31,,,0.0,0.0,,2000.0,12.3,8784000.0,269.40054,278.32904
27.0,2013,4,14,17,9.7,,43.0,-2.2,1.52,,,0.0,0.0,,2000.0,12.4,6048000.0,269.69357,277.7913
24.0,2013,4,14,18,8.2,,51.0,-1.3,0.9,,,0.0,0.0,,2000.0,12.6,2956800.0,269.6155,277.6616
22.0,2013,4,14,19,6.7,,55.0,-1.7,0.2,,,,,,,12.7,508800.0,269.561,277.58972
46.0,2013,4,15,7,2.9,,67.0,-2.6,0.12,,,0.0,0.0,,2000.0,10.9,297600.0,275.5711,286.40918
47.0,2013,4,15,8,5.0,,59.0,-2.3,0.59,,,0.0,0.0,,2000.0,10.8,2025600.0,277.2835,286.14426
59.0,2013,4,15,9,7.7,,47.0,-2.9,1.25,,,0.0,0.0,,2000.0,10.6,4742400.0,277.64905,285.82513
51.0,2013,4,15,10,9.8,,44.0,-1.8,1.88,,,0.0,0.0,,2000.0,10.5,7363200.0,279.28772,285.03955
49.0,2013,4,15,11,12.3,,33.0,-3.5,2.33,,,2.0,2.0,10.0,2000.0,10.4,8649600.0,279.7338,284.74783
47.0,2013,4,15,12,14.3,,27.0,-4.4,2.64,,,0.0,0.0,,2000.0,10.5,9820800.0,280.0671,284.56332
34.0,2013,4,15,13,16.5,,20.0,-6.5,2.7,,,0.0,0.0,,2000.0,10.6,10051200.0,280.40598,284.34955
30.0,2013,4,15,14,17.9,,17.0,-7.5,2.55,,,0.0,0.0,,2000.0,10.9,9494400.0,281.10605,284.1961
33.0,2013,4,15,15,18.8,,20.0,-4.6,2.26,,,0.0,0.0,,2000.0,11.2,8524800.0,281.35822,284.14737
38.0,2013,4,15,16,18.6,,30.0,0.6,1.82,,,0.0,0.0,,2000.0,11.6,6912000.0,281.523,284.4744
52.0,2013,4,15,17,17.3,,43.0,4.5,1.23,,,0.0,0.0,,2000.0,11.9,4598400.0,281.92322,285.07547
74.0,2013,4,15,18,16.3,,55.0,7.2,0.64,,,0.0,0.0,,2000.0,12.2,2102400.0,281.98703,285.32944
69.0,2013,4,15,19,15.0,,69.0,9.3,0.16,,,,,,,12.5,432000.0,282.08926,285.5036
46.0,2013,4,16,7,14.0,,95.0,13.2,0.13,,,5.0,0.0,,1800.0,12.3,403200.0,285.76807,289.35852
51.0,2013,4,16,8,16.8,,77.0,12.7,0.56,,,6.0,0.0,,1800.0,12.2,1862400.0,285.63364,288.5236
63.0,2013,4,16,9,18.0,,74.0,13.2,0.95,,,6.0,0.0,,2000.0,12.1,3398400.0,285.62247,288.33908
48.0,2013,4,16,10,19.3,,76.0,14.9,1.66,,,7.0,0.0,,2000.0,12.1,5788800.0,285.76187,287.805
54.0,2013,4,16,11,20.9,,68.0,14.7,2.05,,,5.0,0.0,,2000.0,12.1,7584000.0,285.5822,287.6101
65.0,2013,4,16,12,20.9,,71.0,15.4,2.54,,,6.0,0.0,,2000.0,12.3,9446400.0,285.31085,287.18625
55.0,2013,4,16,13,22.0,,63.0,14.6,2.6,,,6.0,0.0,,2000.0,12.5,10598400.0,285.0748,286.84216
47.0,2013,4,16,14,22.1,,69.0,16.1,1.82,,,7.0,5.0,10.0,2000.0,12.8,9494400.0,284.88214,286.2953
46.0,2013,4,16,15,21.5,,74.0,16.6,1.24,,,7.0,5.0,10.0,2000.0,13.1,5184000.0,284.75824,286.00055
41.0,2013,4,16,16,21.3,,76.0,16.8,0.57,,,8.0,8.0,10.0,2000.0,13.4,4483200.0,284.71857,285.85864
25.0,2013,4,16,17,19.8,,82.0,16.6,0.32,,,10.0,8.0,10.0,2000.0,13.7,2198400.0,284.3983,285.26974
29.0,2013,4,16,18,18.1,,89.0,16.2,0.08,,,10.0,7.0,10.0,2000.0,14.0,336000.0,284.2533,285.04684
21.0,2013,4,16,19,17.5,,90.0,15.8,0.07,,,,,,,14.1,48000.0,284.08664,284.85077
11.0,2013,4,17,7,10.9,,100.0,10.8,0.04,,,9.0,9.0,7.0,200.0,14.0,76800.0,283.30417,287.46942
8.0,2013,4,17,8,10.2,,100.0,10.1,0.16,,,9.0,9.0,7.0,200.0,13.9,816000.0,283.00803,286.48105
21.0,2013,4,17,9,11.1,,99.0,10.9,0.69,,,8.0,8.0,10.0,500.0,13.8,2448000.0,282.99503,286.28433
24.0,2013,4,17,10,14.2,,99.0,14.0,1.72,,,6.0,6.0,10.0,700.0,13.7,6441600.0,283.4064,286.61502
25.0,2013,4,17,11,15.8,,94.0,14.8,2.08,,,8.0,8.0,10.0,700.0,13.7,6969600.0,283.1716,286.26242
29.0,2013,4,17,12,15.3,,91.0,13.8,1.2,,,10.0,6.0,10.0,700.0,13.8,3705600.0,282.97952,285.92685
33.0,2013,4,17,13,15.8,,88.0,13.8,1.55,,,10.0,5.0,10.0,900.0,13.9,5404800.0,282.86987,285.5986
29.0,2013,4,17,14,16.4,,87.0,14.2,1.38,,,10.0,5.0,10.0,900.0,14.0,5289600.0,282.73358,285.1991
35.0,2013,4,17,15,15.7,,89.0,13.8,0.99,,,8.0,8.0,10.0,1200.0,14.2,3772800.0,282.78873,285.01154
28.0,2013,4,17,16,17.3,,81.0,14.0,1.31,,,7.0,7.0,10.0,1500.0,14.4,4012800.0,282.91263,285.00482
30.0,2013,4,17,17,16.6,,85.0,14.0,1.11,,,4.0,4.0,10.0,1500.0,14.5,3360000.0,283.0068,284.75757
33.0,2013,4,17,18,17.3,,83.0,14.3,0.71,,,6.0,6.0,10.0,1500.0,14.7,2380800.0,283.00867,284.4799
30.0,2013,4,17,19,16.4,,85.0,13.8,0.11,,,,,,,14.8,374400.0,282.94235,284.22775
42.0,2013,4,18,7,11.5,,99.0,11.3,0.04,,,8.0,8.0,10.0,300.0,14.1,76800.0,276.34058,286.01395
47.0,2013,4,18,8,11.4,,99.0,11.2,0.19,,,8.0,8.0,10.0,300.0,14.0,768000.0,276.19376,284.5974
43.0,2013,4,18,9,11.1,,99.0,10.9,0.31,,,8.0,8.0,10.0,300.0,14.0,1680000.0,276.08905,283.5926
21.0,2013,4,18,10,11.4,,99.0,11.2,0.48,,,8.0,8.0,10.0,400.0,13.9,3043200.0,276.27182,281.83075
28.0,2013,4,18,11,11.9,,96.0,11.2,0.55,,,7.0,7.0,10.0,500.0,13.9,2726400.0,276.18445,281.49887
31.0,2013,4,18,12,12.3,,91.0,10.8,0.7,,,8.0,8.0,10.0,700.0,13.8,2736000.0,276.02832,281.5482
31.0,2013,4,18,13,15.2,,55.0,6.2,1.77,,,3.0,3.0,10.0,1200.0,13.8,5616000.0,275.64297,281.64807
39.0,2013,4,18,14,14.6,,60.0,6.9,2.7,,,0.0,0.0,,1500.0,13.8,10396800.0,275.26755,281.35696
30.0,2013,4,18,15,13.2,,65.0,6.7,2.29,,,0.0,0.0,,1500.0,13.9,9110400.0,275.12073,281.35574
42.0,2013,4,18,16,12.9,,73.0,8.1,1.82,,,0.0,0.0,,1500.0,14.1,7123200.0,274.93484,281.36063
58.0,2013,4,18,17,12.3,,66.0,6.1,1.26,,,0.0,0.0,,1500.0,14.3,4723200.0,274.74094,280.9471
44.0,2013,4,18,18,10.3,,74.0,5.8,0.68,,,0.0,0.0,,1500.0,14.5,2313600.0,274.48508,280.89474
49.0,2013,4,18,19,8.1,,81.0,5.0,0.18,,,,,,,14.6,518400.0,274.29858,280.8022
51.0,2013,4,19,7,4.9,,83.0,2.2,0.16,,,2.0,0.0,,2000.0,12.9,432000.0,277.55734,285.6455
45.0,2013,4,19,8,7.4,,72.0,2.6,0.7,,,0.0,0.0,,2000.0,12.7,2188800.0,277.01587,284.73993
53.0,2013,4,19,9,9.5,,62.0,2.5,1.37,,,0.0,0.0,,2000.0,12.6,4972800.0,276.4329,284.42874
46.0,2013,4,19,10,11.0,,55.0,2.2,2.03,,,0.0,0.0,,2000.0,12.4,7708800.0,276.10764,283.26373
51.0,2013,4,19,11,12.1,,53.0,2.7,2.54,,,0.0,0.0,,2000.0,12.4,9139200.0,275.64362,283.02927
60.0,2013,4,19,12,12.7,,52.0,3.0,2.88,,,0.0,0.0,,2000.0,12.4,10416000.0,275.13495,283.18515
56.0,2013,4,19,13,13.8,,52.0,4.0,3.04,,,1.0,1.0,10.0,2000.0,12.6,11193600.0,275.19443,283.12912
50.0,2013,4,19,14,13.9,,47.0,2.7,2.94,,,0.0,0.0,,2000.0,12.8,10953600.0,275.50235,282.95618
51.0,2013,4,19,15,13.9,,45.0,2.1,2.62,,,0.0,0.0,,2000.0,13.2,10012800.0,275.89017,282.99515
57.0,2013,4,19,16,13.4,,58.0,5.2,2.09,,,0.0,0.0,,1800.0,13.5,8025600.0,276.63797,283.05545
52.0,2013,4,19,17,12.9,,59.0,5.0,1.45,,,0.0,0.0,,1800.0,13.8,5452800.0,277.32132,283.02744
48.0,2013,4,19,18,11.4,,60.0,3.8,0.77,,,0.0,0.0,,1800.0,14.1,2572800.0,277.64285,282.87518
48.0,2013,4,19,19,9.9,,62.0,2.9,0.21,,,,,,,14.3,556800.0,277.38202,282.81976
40.0,2013,4,20,8,6.9,0.6,99.0,6.7,0.05,,,10.0,7.0,8.0,1100.0,13.2,153600.0,277.55798,280.65115
31.0,2013,4,20,9,6.2,0.4,98.0,5.9,0.09,,,10.0,6.0,8.0,1200.0,13.1,528000.0,276.84366,280.3217
17.0,2013,4,20,10,5.9,0.7,97.0,5.4,0.21,,,10.0,6.0,8.0,1200.0,13.0,816000.0,276.12994,279.6274
7.0,2013,4,20,11,6.3,0.7,99.0,6.1,0.26,,,10.0,7.0,8.0,1100.0,12.9,1027200.0,275.79044,279.49466
7.0,2013,4,20,12,6.2,0.5,99.0,6.0,0.18,,,10.0,6.0,8.0,900.0,12.8,1257600.0,275.5488,279.44107
